date,hotel_id,rooms_available,rooms_sold,adr,cancellations,no_shows,upgrades,avg_length_of_stay,group_rooms_sold,corporate_rooms_sold,direct_rooms_sold,ota_rooms_sold,market_occ,market_adr,marketing_spend,ota_commission,payroll_cost,utility_cost,nps,review_score,rain_mm,event_flag,loyalty_signups,fnb_revenue
5/31/2025,1005,120,101,4066.12,8,3,2,1.87,24,23,18,36,0.8474,3987.54,34327.37,22756.5,121533.2,64904.43,31,4.3,8.3,0,5,42392.47
6/1/2025,1005,120,102,3910.32,6,1,1,1.81,21,23,20,38,0.8704,3640.58,22684.81,24031.2,143674,95154.03,39,4.2,9.8,0,4,33954.16
6/2/2025,1005,120,99,3927.81,4,0,2,1.12,22,42,22,13,0.7846,4098.37,30292.68,7426.87,258273.55,172169.99,40,4.7,10.2,0,1,29787.28
6/3/2025,1005,120,84,4084.1,3,0,2,2.02,19,30,16,19,0.7115,3873.04,49448.61,10851.64,341617.27,114066.17,40,3.9,4.2,0,0,26723.48
6/4/2025,1005,120,93,3781.25,3,1,3,2.11,20,23,28,22,0.7552,3460.89,22639.55,13620.79,138108.55,119773.62,48,4.6,12.7,0,3,27958.44
6/5/2025,1005,120,90,3726.88,3,1,4,1.51,13,27,9,41,0.7177,3383.64,30703.63,21021.68,150588.02,116670.82,38,4,13.3,0,1,35755.03
6/6/2025,1005,120,108,3633,1,2,0,2.25,11,36,27,34,0.9391,3486.53,69755.81,20830.8,302766.82,73012.65,34,4.4,2.7,0,3,50498.27
6/7/2025,1005,120,97,3702.25,5,1,0,1.68,21,20,30,26,0.8032,3796.37,55674.96,14433.5,290761.51,172505.67,60,4,5.3,0,3,76970.62
6/8/2025,1005,120,95,3824.51,3,2,4,1.47,21,32,13,29,0.7697,3463.16,18977.86,18734.63,215690.09,126804.87,45,3.8,10.2,0,2,69633.38
6/9/2025,1005,120,93,3768.27,0,2,2,1.72,28,19,20,26,0.7604,3797.24,28484.7,13035.11,314825.35,84897.03,75,3.7,10.4,0,5,61216.64
6/10/2025,1005,120,86,3751.28,1,0,0,1.57,24,23,12,27,0.7415,3440.67,54767.82,17232.11,208927.67,76493.01,50,3.9,10.7,0,2,47095.51
6/11/2025,1005,120,82,3809.99,2,1,1,1.5,15,25,16,26,0.6932,3987.15,58102.16,14556.93,260250.41,129770.11,16,3.8,9.8,0,4,53593.57
6/12/2025,1005,120,88,3732.14,6,0,3,1.81,24,34,16,14,0.7481,3777.22,44063.2,9270.94,295283.69,175342.83,68,3.8,6.2,0,5,30923.83
6/13/2025,1005,120,100,3661.7,5,0,0,2.16,24,27,16,33,0.8386,3478.09,53140.55,19916.58,347194.17,130134.66,36,4.7,13.8,0,6,56397.2
6/14/2025,1005,120,100,3724.01,3,4,3,1.78,23,38,13,26,0.8292,3598.13,19711.74,11971.25,222271.11,157956.1,43,4.3,0.8,0,2,61020.72
6/15/2025,1005,120,97,3776.29,7,3,1,1.53,11,34,33,19,0.8013,3653.95,63936.77,8665.82,130661.22,176104.45,40,3.6,10,0,5,75039.35
6/16/2025,1005,120,96,3839.77,8,1,2,2.16,15,39,23,19,0.7596,3664.84,66976.83,12325.26,340658.86,83690.23,46,4.1,7.8,1,1,62428.74
6/17/2025,1005,120,98,3678.1,5,1,1,1.59,28,49,17,4,0.8017,3591.81,41653.17,1880.44,143601.71,66872.42,47,4.2,0.5,1,1,31510.97
6/18/2025,1005,120,86,4018.91,8,4,0,1.89,17,35,19,15,0.6884,4076.41,48005.34,9696.15,330752.71,150758.64,57,3.9,18.4,0,2,66333.87
6/19/2025,1005,120,88,3891.29,5,0,2,1.71,10,24,16,38,0.765,3644.17,42922.67,25180.86,233097.2,101294.74,28,4.1,7.2,0,3,61705.72
6/20/2025,1005,120,102,3689.97,2,5,2,1.76,24,25,28,25,0.8533,3870.17,31307.6,15808.63,198271.93,127700.82,30,3.6,10.9,0,3,57618.19
6/21/2025,1005,120,104,3951.69,4,1,2,1.94,20,31,25,28,0.8432,3845.44,23832.46,18936.15,372477.12,77864.32,30,3.5,3.3,0,4,65624.5
6/22/2025,1005,120,103,3680.25,7,1,3,1.78,14,22,14,53,0.8761,3564.11,74391.37,23741.21,231995.09,88489.31,43,3.7,8.7,0,5,66648.39
6/23/2025,1005,120,100,3795.52,5,0,2,1.37,24,24,32,20,0.8334,3474.55,13860.58,9144.8,170055.63,123924.53,50,4.3,8.2,0,7,34409
6/24/2025,1005,120,89,4065.27,5,1,0,1.67,15,27,22,25,0.7259,3680.46,58546.85,13876.35,230769.4,132361.85,55,3.9,8.1,0,4,57558.56
6/25/2025,1005,120,87,4032.5,5,0,1,1.75,14,34,22,17,0.764,3710.76,52083.85,12196.12,331445.82,151023.69,38,4.3,4,0,1,55773.1
6/26/2025,1005,120,87,3661.63,6,1,3,1.71,12,19,19,37,0.7042,3297.86,16285.81,18865.55,222429.93,143689.8,29,4.9,7.5,0,1,37132.48
6/27/2025,1005,120,98,3642.25,4,2,4,1.73,21,25,16,36,0.8593,3646.41,68449.65,23064.27,270435.61,154554.31,34,4.2,12.2,0,3,39661.31
6/28/2025,1005,120,97,3715.4,10,1,3,2.12,20,27,18,32,0.839,3742.8,65579.67,19525.36,212708.99,167405.85,37,3.9,0,0,2,63589.48
6/29/2025,1005,120,100,3964.18,3,4,0,1.72,6,43,21,30,0.82,4078.1,15496.29,20155.56,271476.45,149599.85,33,4.9,7.6,0,2,30881
6/30/2025,1005,120,86,3691.36,4,1,2,1.76,18,23,28,17,0.731,3732.77,57337.28,7681.22,286626.82,194929.08,34,4.1,8.6,0,2,31280.05
4/1/2025,1006,150,101,4151.54,4,2,0,1.52,21,24,21,35,0.7036,3817.08,42142.11,18409.64,291310.69,109689.26,37,3.5,8.4,0,3,37725.02
4/2/2025,1006,150,104,4335.06,8,3,4,1.33,15,32,22,35,0.6594,4474.44,79618.07,21426.35,235018.06,86263.69,39,3.7,2.8,1,2,57846.81
4/3/2025,1006,150,109,3948.67,2,2,0,2.05,23,35,17,34,0.6969,3676.2,38280.46,16834.08,333416.27,140798.26,67,4.1,8.8,0,1,61836.39
4/4/2025,1006,150,133,3976.94,6,0,3,1.73,25,22,25,61,0.8524,3827.99,37648.25,40235.82,289046.6,166206.17,39,4.4,7.2,0,3,59887.5
4/5/2025,1006,150,113,3954.88,5,1,2,1.22,33,35,22,23,0.7501,3966.96,76314.14,14441.02,146102.94,107087.62,38,4.1,10.7,0,3,34489.14
4/6/2025,1006,150,113,4081.95,7,1,2,2.26,26,41,23,23,0.7545,4100.02,12823.52,11736.42,187399.33,103278.8,38,3.9,0,0,7,74950.63
4/7/2025,1006,150,99,4102.99,7,1,0,1.83,20,24,22,33,0.6488,3744.85,69003.32,20023.34,190253.24,167080.68,44,4.1,3.9,0,4,75256.26
4/8/2025,1006,150,113,4217.78,7,0,3,1.58,18,38,30,27,0.7627,4278.69,78142.82,14711.59,214725.64,147953.66,42,4.7,0,1,5,56773.02
4/9/2025,1006,150,118,3944.91,9,1,5,1.99,15,51,26,26,0.7868,4027.05,79954.71,14931.81,233315.34,80913.13,38,4.2,0,0,3,43408.51
4/10/2025,1006,150,105,3867.4,11,1,4,1.79,13,39,22,31,0.7014,3634.67,27102.11,21271.17,355325.9,161607.75,34,3.8,0,0,1,83718.04
4/11/2025,1006,150,118,3990.94,2,2,2,1.67,33,37,25,23,0.8061,3758.88,33190.88,11809.75,271851.17,158484.84,45,4.1,5.2,0,2,64072.21
4/12/2025,1006,150,118,3900.75,4,2,3,2.1,25,30,24,39,0.8142,3699.86,32671.04,22265.51,200606.76,164622.32,53,4,0,0,0,59270.92
4/13/2025,1006,150,122,4095.27,11,0,2,1.93,23,23,34,42,0.8159,3786.26,70250.38,28657.44,351198.66,102570.44,48,3.6,3.6,0,6,90982.65
4/14/2025,1006,150,100,4321.04,4,3,1,1.75,15,29,16,40,0.6572,4381.27,64591.85,25345.47,314665.41,140963.46,60,4.1,2.4,0,4,53275.74
4/15/2025,1006,150,97,4269.22,3,0,3,1.74,19,43,22,13,0.6233,4423.06,61678.25,8626.45,128158.72,104142.69,57,4,3.7,0,0,35100.81
4/16/2025,1006,150,103,3943.92,2,0,0,1.9,22,30,16,35,0.7156,3603.62,16216.52,21061.03,242255.15,77750.81,53,3.8,9,0,0,56059.58
4/17/2025,1006,150,93,3905.14,2,1,2,1.66,7,32,20,34,0.5976,4082.06,41962.47,19953.97,165405.98,152615.78,34,3.9,0,0,3,40519.67
4/18/2025,1006,150,111,4132.36,3,1,2,2.28,25,27,30,29,0.7728,4052.74,38240.14,14620.66,371241.08,162252.22,54,3.7,5.4,0,4,47383.05
4/19/2025,1006,150,113,3854.44,6,1,3,1.52,10,37,32,34,0.7624,3683.66,40224.72,20993.08,317941.58,174996.3,43,3.8,1.4,0,5,76579.43
4/20/2025,1006,150,117,3823.13,2,1,2,1.39,30,15,29,43,0.7648,3883.11,63385.72,28599.74,340160.87,187229.33,40,3.9,15,0,2,86669.81
4/21/2025,1006,150,103,4221.5,3,2,1,1.64,23,24,18,38,0.6797,3814.69,37091,28093.06,377024.72,166602.92,24,3.7,5.3,1,2,32067.26
4/22/2025,1006,150,112,4273.27,3,1,2,1.66,27,41,32,12,0.7703,4096.44,64341.75,7854.19,142047.48,180210.37,71,3.9,0,0,2,88831.11
4/23/2025,1006,150,116,3958.49,11,3,2,1.82,32,41,27,16,0.7663,4007.63,43105.93,10055.47,132951.2,163844.97,67,4.2,12.7,0,4,87537.12
4/24/2025,1006,150,103,4050.02,5,0,3,1.69,18,40,31,14,0.6649,4247.14,37634.78,8381.22,359099.51,134093.37,59,4.1,6,0,3,82151.84
4/25/2025,1006,150,121,4106.8,12,1,3,1.8,19,50,20,32,0.8297,4004.23,15391.57,16126.19,325074.86,175286.69,46,4.1,5.5,0,6,73419.83
4/26/2025,1006,150,117,3857.99,7,2,3,1.65,16,25,29,47,0.7675,3547.21,67490.42,24464.43,286108.39,192966.37,64,4.9,7.2,0,4,91176.79
4/27/2025,1006,150,123,3856.67,7,0,3,2.24,25,43,30,25,0.8433,3483.72,13798.79,14615.91,263226.87,160582.77,48,4.3,3.9,1,3,88379.76
4/28/2025,1006,150,98,4160,4,3,0,1.43,22,32,24,20,0.6547,4196.86,53847.15,11613.21,306932.96,79975.31,35,4,0.4,0,4,50051.81
4/29/2025,1006,150,93,3970.61,7,1,1,1.79,12,32,13,36,0.6103,3824.61,73254.17,24070.41,325543.96,92889.96,38,4.2,9,0,2,67441.69
4/30/2025,1006,150,100,3865.62,7,2,1,1.93,12,21,27,40,0.6884,3686.53,14446.64,23143.95,191654.08,154747.42,25,4.3,0,0,3,33209.59
5/1/2025,1006,150,105,3883.03,5,2,0,1.83,20,20,19,46,0.6687,3953.96,25486.03,30150.44,159322.47,80238.52,44,3.7,0,1,5,36055.6
5/2/2025,1006,150,122,3941.72,1,0,5,1.96,7,27,32,56,0.811,3830.59,71334.54,28841.41,256713.47,181349.73,46,4.3,4.3,0,5,52374.36
5/3/2025,1006,150,116,3935.79,10,2,4,1.91,22,43,24,27,0.7714,3924.09,23196.55,15220.9,177928.14,172373.97,43,4,1.5,0,8,42846.8
5/4/2025,1006,150,117,3891.64,9,1,1,2.21,13,48,30,26,0.7773,3829.77,49869.61,17683.02,174237.44,108047.13,60,4,1.7,0,2,71235.81
5/5/2025,1006,150,104,4322.81,1,0,2,2,23,29,25,27,0.6659,3994.44,17712.33,16997.53,236046.77,138615.03,47,4,2.6,0,8,38329.2
5/6/2025,1006,150,99,4197.24,1,1,2,1.93,20,40,15,24,0.674,3949.03,17275.64,13504.7,133140.31,180183.15,38,4.6,13.8,0,3,52878.67
5/7/2025,1006,150,102,4085.54,7,1,1,1.84,21,39,15,27,0.7109,3968.83,17233.84,14310.29,190006.61,139721.88,51,4.4,8.8,1,3,44664.28
5/8/2025,1006,150,114,3980.49,4,2,4,1.5,26,46,12,30,0.7927,3826.11,40119.99,20110.87,302244.64,120365.82,34,3.8,3.9,0,1,36865.69
5/9/2025,1006,150,114,3901.5,9,1,1,2.15,19,41,31,23,0.7612,4043.25,34145.45,10927.26,334079.77,147960.46,46,4.7,9.4,0,5,62679.02
5/10/2025,1006,150,125,3993.02,7,1,2,1.38,20,50,26,29,0.8177,4171.37,26917.59,15094.23,240556.74,171637.22,28,4.2,0,0,3,64134.15
5/11/2025,1006,150,111,4004.34,10,3,2,1.54,27,20,24,40,0.7052,4151.11,39825.97,22319.39,335109.22,83350.46,54,3.7,4.3,0,2,46519.31
5/12/2025,1006,150,106,4097.04,1,2,3,1.93,16,36,20,34,0.699,3840.56,18812.81,22369.76,343144.14,95085.68,50,3.8,0,0,4,43307.99
5/13/2025,1006,150,104,4007.57,8,1,2,1.76,18,37,32,17,0.6606,3657.54,20020.68,9005.9,205636.59,141058.45,64,4.1,2.5,0,3,74130.17
5/14/2025,1006,150,103,3845.6,6,0,2,1.69,17,30,23,33,0.708,3939.47,23026.3,22030.84,152369.52,130494.91,39,3.9,0.7,0,2,63144.62
5/15/2025,1006,150,108,4283.84,8,1,1,1.58,9,45,21,33,0.7507,3967.31,18388.27,24534.15,191533.13,173149.6,46,4.6,4.1,0,5,34713.42
5/16/2025,1006,150,116,3961.16,3,4,2,1.81,24,24,19,49,0.8031,3924.17,39505.74,25255.56,361340.08,186168.5,46,4.3,4.5,0,3,71401.44
5/17/2025,1006,150,119,4025.92,4,1,1,2.04,13,40,27,39,0.7772,3738.28,76338.82,19093.05,297802.28,193984.21,53,4.3,0,0,1,95169.22
5/18/2025,1006,150,121,3978.1,8,3,2,2.11,22,44,24,31,0.7939,3969.04,65203.24,20276.28,378637.51,172446.89,28,4.3,0,0,5,37251.06
5/19/2025,1006,150,105,4314.51,12,0,4,1.73,6,30,24,45,0.7127,3959.23,70503.71,34323.18,125805.5,169498.44,52,4.5,14.9,0,5,79036.7
5/20/2025,1006,150,105,4343.35,4,5,3,1.37,20,37,29,19,0.726,3962.86,25156.54,13046.1,150176.55,185001.98,39,4.6,4.9,0,2,62139.04
5/21/2025,1006,150,102,4105.6,5,4,4,1.83,17,16,13,56,0.7062,3921.07,31643.48,39441.69,258191.04,80134.77,54,3.8,3,0,3,39887.57
5/22/2025,1006,150,97,3822.19,9,1,1,1.49,19,29,26,23,0.6549,3546.39,22613.54,14895.09,220492.38,93323.61,33,4.4,4.2,0,3,58429.22
5/23/2025,1006,150,119,4149.26,3,2,4,1.95,23,40,33,23,0.7829,4065.63,26112.22,11946.32,319220.23,152606.59,52,3.5,8.5,0,4,37110.46
5/24/2025,1006,150,117,4072.63,8,1,1,1.9,27,37,27,26,0.8139,4130.77,45214.35,14809.4,219925.6,79071.26,48,4,12.2,0,4,88677.68
5/25/2025,1006,150,127,3860.24,5,2,3,2.19,17,28,31,51,0.8191,3476.6,68047.67,34738.35,140143.64,143912.59,27,3.9,0,0,2,55014.02
5/26/2025,1006,150,106,3842.59,3,1,3,1.51,17,27,20,42,0.7142,3946.51,50445.4,22393.27,309879.37,115788.28,43,4.6,0,0,4,39044.57
5/27/2025,1006,150,90,4047.34,4,1,2,1.99,10,31,20,29,0.5821,4109.27,38953.99,17970.66,284717.47,179494.4,33,3.9,5.1,0,3,64469.97
5/28/2025,1006,150,102,4272.82,5,3,3,1.73,17,31,32,22,0.6693,4410.54,30685.62,14986.23,240430.93,183410.03,59,4,0,0,1,70383.64
5/29/2025,1006,150,112,3889.54,4,1,5,2.17,25,31,38,18,0.7757,3906.31,17344.59,12396.23,130557.9,196301.11,43,4.3,0,1,2,50172.9
5/30/2025,1006,150,112,3876.37,2,1,3,1.98,24,28,10,50,0.7576,3900.14,30226.75,33599.77,257438.03,111245.7,32,3.8,9,0,4,66558.9
5/31/2025,1006,150,113,4138.21,5,0,2,1.76,21,53,43,0,0.768,3751.99,41082.71,0,239543.43,197184.74,59,4.3,3.2,0,2,69578.4
6/1/2025,1006,150,116,3900.52,5,0,2,1.73,25,31,16,44,0.745,3977.25,75526.07,24271.27,339047.62,187234.56,49,3.9,9.5,0,3,52372.12
6/2/2025,1006,150,96,4221.1,4,0,3,1.64,12,40,16,28,0.642,4063.02,63669.65,19948.74,324371.23,124361.76,44,4.3,13.5,0,2,41612.75
6/3/2025,1006,150,93,4120.47,6,1,1,1.49,12,45,18,18,0.6501,4116.69,69329.16,11490.6,284339.01,83178.58,45,4.3,7.7,0,0,47764.96
6/4/2025,1006,150,99,4319.39,2,1,3,1.57,7,23,15,54,0.6562,4221.33,53111.26,28008.78,379312.91,100881.13,59,3.5,9,0,0,65827.33
6/5/2025,1006,150,101,4292.13,3,0,2,1.85,20,47,26,8,0.6382,4407.81,11417.4,5802.44,261134.56,186931.78,57,4.9,6.3,0,1,79990.87
6/6/2025,1006,150,110,3884.7,5,1,3,1.92,20,21,29,40,0.7652,3732.91,48191.42,20586.13,326693.15,62718.76,33,4,9,0,3,44276.06
6/7/2025,1006,150,105,4274.21,6,1,3,1.46,13,31,24,37,0.7163,4279.81,11082.25,21650.72,149942.22,94991.75,48,4.2,11.3,0,3,71502.31
6/8/2025,1006,150,124,4178.26,7,0,4,1.69,35,47,26,16,0.8207,4342.13,63238.01,9368.73,367260.52,150437.29,24,4.2,7.5,0,3,41572.41
6/9/2025,1006,150,97,4249.07,5,1,2,1.77,16,32,27,22,0.6775,3827.76,30521.62,11969.22,325146.35,183954.48,30,3.7,0,0,6,69642.95
6/10/2025,1006,150,105,4223.78,2,0,0,1.66,19,13,25,48,0.7086,4128.2,44332.22,36418.11,337339.48,173907.34,39,4.1,9.9,1,5,77537.33
6/11/2025,1006,150,92,4199.05,6,0,2,2.24,15,42,23,12,0.6084,3820.87,32051.45,6998.88,122256.58,61341.34,31,3.9,11,1,2,43109.8
6/12/2025,1006,150,96,4220.14,4,1,4,1.57,20,25,24,27,0.6374,4102.93,64594.49,15755.77,360742.8,160320.14,45,4.1,9.2,0,1,75647.16
6/13/2025,1006,150,107,4269.61,3,2,1,2.14,17,37,18,35,0.7241,4399.66,40380.8,23066.86,373339,92034.17,50,3.8,9.3,1,5,76860.19
6/14/2025,1006,150,108,4124.01,10,1,1,1.51,20,37,21,30,0.7396,4085.44,61727.69,16400.34,226091.77,131505.51,55,4.1,4.5,0,2,53297.45
6/15/2025,1006,150,124,3993.04,4,1,0,2.19,13,52,27,32,0.8204,4076.59,72643.5,16215.05,168179.06,65488.21,38,3.9,4.9,0,4,46076.5
6/16/2025,1006,150,101,4226.44,16,1,1,1.53,16,29,20,36,0.6606,4065.1,31113.45,26766.71,345571.93,130743.3,13,4.6,5.6,1,2,49219.01
6/17/2025,1006,150,99,3930.38,4,2,1,1.92,9,31,25,34,0.6636,3804.51,66728.88,18063.86,127402.52,156634.08,37,4.3,11.3,0,4,38576.65
6/18/2025,1006,150,109,4131.85,6,2,0,2.07,8,24,24,53,0.759,3825.64,65395.4,36152.85,157742.56,190642.89,41,4.3,11.4,0,2,49714.29
6/19/2025,1006,150,95,4127.23,2,0,0,2.22,12,15,22,46,0.6474,4157.02,32625.99,25979.78,194755.25,78039.16,41,4.4,11.3,0,3,74598.14
6/20/2025,1006,150,121,4247.47,3,1,3,1.82,18,35,26,42,0.8215,4431.91,23189.01,28096.84,184543.06,187365.1,35,4,11.7,0,4,53348.16
6/21/2025,1006,150,113,3989.91,8,2,0,1.54,36,39,30,8,0.7901,3691.86,19757.81,3998.6,190015.65,118350.18,41,3.8,7.1,1,2,69927.41
6/22/2025,1006,150,116,4333.31,7,1,0,1.88,20,40,26,30,0.7787,4524.47,19001.42,22561.03,200805.38,94028.85,53,4.4,8.9,0,5,86815.99
6/23/2025,1006,150,97,3942.55,6,1,4,1.82,5,37,8,47,0.6296,3700.1,59936.7,23623.98,214003.5,90837.26,41,3.7,9.5,1,2,74547.64
6/24/2025,1006,150,107,4319.48,2,1,1,1.64,9,42,31,25,0.7289,4096.49,26299.83,17683.43,231306.72,184590.03,56,3.9,11,0,1,79350.32
6/25/2025,1006,150,93,4328.97,10,4,2,1.95,18,33,17,25,0.5942,4301.61,24560.27,16536.9,287218,146387.42,49,4.2,6.8,0,2,71903.93
6/26/2025,1006,150,92,3869.73,9,1,2,1.85,19,38,12,23,0.6008,3656.99,17195.72,14465.22,236195.32,191842.83,52,3.7,12.6,1,4,44048.55
6/27/2025,1006,150,115,4210.65,3,2,2,2.15,21,22,18,54,0.7679,4339.07,59734.02,27403.43,196573.19,89175.65,47,3.6,17.3,0,5,46572.51
6/28/2025,1006,150,111,4025.5,8,4,3,1.69,21,39,17,34,0.7482,3890,53608.31,20333.71,271709.1,112396.87,39,4.2,0,0,3,61624.93
6/29/2025,1006,150,108,4203.1,3,2,2,1.72,21,30,30,27,0.7123,3946.2,36650.89,18841.33,316348.23,62576.22,21,4.3,3.9,1,0,71331.07
6/30/2025,1006,150,101,4335.74,4,0,3,2.2,28,40,18,15,0.6564,4185.47,63629.54,11610.43,202113.53,146711.7,51,4,0,1,3,40362.24
4/1/2025,1007,120,95,4622.78,3,2,2,1.49,18,31,20,26,0.7932,4490.26,23736.24,19410.28,375187.05,150342.91,52,4.1,6.4,1,2,64924.44
4/2/2025,1007,120,87,4186.85,2,2,2,1.74,15,34,28,10,0.736,3928.31,68120.74,5625.31,317925.72,107150.62,63,4.4,4.2,0,2,69128.02
4/3/2025,1007,120,98,4676.83,5,0,1,2.01,13,30,20,35,0.8228,4642.91,56485.51,20330.44,257296.74,175867.83,37,4.7,0,0,1,40348.61
4/4/2025,1007,120,105,4420.12,8,2,0,2.56,23,24,12,46,0.8517,4441.3,67617.9,33648.57,208735.29,167047.76,47,4.5,0,0,2,75742.89
4/5/2025,1007,120,100,4431.84,3,2,3,1.67,17,28,18,37,0.8366,4607.09,27043.77,25323.6,234517.6,114656.02,29,4.1,6.3,1,2,60773.84
4/6/2025,1007,120,101,4333.36,6,3,3,1.45,14,23,31,33,0.8092,3989.83,74715.17,20355.14,218547.87,68489.89,64,4,0,0,4,68080.04
4/7/2025,1007,120,94,4717.2,7,2,1,1.79,7,32,23,32,0.7685,4416.4,22692.22,25708.67,277458.94,121450.19,59,4.3,2.1,0,4,53867.92
4/8/2025,1007,120,94,4448.13,6,1,1,1.98,14,29,27,24,0.7863,4667.39,29018.29,18905.28,345850.4,114656.49,31,3.3,0,0,3,34154.46
4/9/2025,1007,120,91,4588.91,4,0,0,2.1,21,31,16,23,0.7946,4336.5,75815.34,16332.93,307023.86,68725.57,35,4.1,0,1,3,46115.55
4/10/2025,1007,120,101,4633.53,9,3,1,1.72,20,35,13,33,0.8304,4489.69,32103.73,19761.24,342988.25,185658.18,26,3.5,0,0,2,45695.83
4/11/2025,1007,120,110,4182.06,7,0,2,1.71,18,44,31,17,0.9129,3843.09,51291.77,10116.69,303025.16,70953.58,31,3.7,0,0,4,43856.21
4/12/2025,1007,120,105,4269.76,4,0,1,1.34,31,32,26,16,0.9009,4413.7,69171.82,9618.03,304801.16,186599.32,21,4.5,1.2,0,0,58752.71
4/13/2025,1007,120,105,4434.06,5,2,2,1.69,15,33,27,30,0.8983,4192.11,32586.37,22182.49,231806.13,127127.52,43,4.4,6,0,1,73323.01
4/14/2025,1007,120,92,4614.62,4,0,3,2.2,24,15,24,29,0.8025,4648.28,54619.99,19945.58,280119.27,110136.27,43,4.4,0,1,5,64027.23
4/15/2025,1007,120,92,4746.04,3,2,3,1.46,7,34,25,26,0.7644,4493.52,49741.29,21144.6,331446.29,128285.52,24,4.2,0,0,5,72049.54
4/16/2025,1007,120,97,4350.58,5,0,1,2.28,16,27,20,34,0.7874,4383.4,15697.59,23383.96,149820.41,112769.63,27,4.3,0,0,1,73621.16
4/17/2025,1007,120,93,4672.98,5,1,1,2.23,15,35,12,31,0.7397,4472.5,51987.86,21301.06,256570.71,124609.01,29,4.4,5,0,0,73222.89
4/18/2025,1007,120,105,4288.9,1,0,3,2.02,24,46,27,8,0.8412,4373.14,44417.41,4546.77,342685.44,87079.43,31,4.1,2.1,0,7,37145.17
4/19/2025,1007,120,104,4742.56,6,2,1,2.02,10,48,27,19,0.8847,4852.14,56117.27,15917.5,243784.61,104496.33,24,4.3,0,0,5,35407.81
4/20/2025,1007,120,101,4334.85,6,4,3,2,19,22,29,31,0.8069,4282.43,77212.28,17922.59,298609.85,196377.34,46,4.4,0,0,2,43071.26
4/21/2025,1007,120,89,4713.94,6,0,0,2.41,21,24,27,17,0.7116,4469.18,53528.77,10547.98,212782.34,101301.02,58,4,7.7,0,7,58771.84
4/22/2025,1007,120,103,4550.43,7,2,3,1.47,15,40,19,29,0.8481,4177.57,39795.24,23701.13,260803.66,173114.64,18,4.2,4.5,0,3,52716.53
4/23/2025,1007,120,96,4491.35,4,0,0,2.26,21,29,14,32,0.8173,4504.2,77840.3,18194.21,178074.61,90854.53,45,4.3,11.1,0,4,47926.57
4/24/2025,1007,120,92,4281.19,5,1,6,1.44,13,24,15,40,0.7333,3966.88,44910.2,27233.48,327305.56,68573.89,33,3.7,0,0,2,53936.37
4/25/2025,1007,120,112,4698.95,7,4,2,1.29,23,44,31,14,0.9326,4261.47,63602.27,10183.2,190427.25,153389.55,31,4,0,0,5,45833.53
4/26/2025,1007,120,114,4501.89,7,2,5,1.46,21,37,15,41,0.9085,4656.04,20240.48,33001.81,196904.5,62222.42,38,4.3,0.5,1,3,63136.63
4/27/2025,1007,120,108,4366.62,4,1,4,1.28,19,28,24,37,0.9301,4200.71,57757.19,26178.71,295828.35,130971.36,28,4.7,0,0,3,70007.52
4/28/2025,1007,120,97,4559.27,4,0,4,2.56,14,24,34,25,0.7723,4166.11,41623.84,18993.96,343071.44,140462.71,27,4,0,0,3,32442.12
4/29/2025,1007,120,90,4278.29,2,1,1,2.64,15,19,19,37,0.7226,3982.48,26645.19,23675.97,145150.57,172196.12,51,4,0,0,1,28669.88
4/30/2025,1007,120,97,4502.81,7,0,6,1.84,11,34,27,25,0.8179,4202.25,34109.12,16315.67,122970.55,103859.3,29,3.7,3.3,0,6,39814.51
5/1/2025,1007,120,91,4331.9,5,1,2,1.63,20,24,16,31,0.7301,4286.49,53046.11,18377.37,141588.41,76163.95,51,4,6.7,0,2,42704.62
5/2/2025,1007,120,105,4670.37,8,2,2,1.95,21,31,22,31,0.9002,4743.86,16309.73,19933.53,173674.11,167947.92,40,4,0,0,1,80880.36
5/3/2025,1007,120,108,4334.53,10,0,0,1.42,23,31,26,28,0.8734,4305.07,45292.21,17618.24,367401.03,118832.96,46,3.6,0,0,7,49155.84
5/4/2025,1007,120,100,4626.01,3,4,2,2.12,11,39,13,37,0.8044,4212.81,41687.9,29046.91,342478.72,175297.38,43,3.8,0.2,0,5,63471.48
5/5/2025,1007,120,89,4337.41,4,0,3,1.79,15,20,23,31,0.7491,4504.21,65003.95,16175.04,286742.91,66528.59,38,4,10.5,0,3,62108.58
5/6/2025,1007,120,100,4340.1,9,0,1,1.52,29,29,7,35,0.8541,3949.47,28477.09,26649.88,215347.38,66770.75,22,4.5,0,0,2,68364.41
5/7/2025,1007,120,91,4580.83,7,2,3,1.88,20,32,8,31,0.7333,4772.47,13776.32,22774.64,160353.76,115976.76,37,3.4,4,0,0,43923.27
5/8/2025,1007,120,96,4286.74,6,1,2,1.56,19,32,19,26,0.7633,4330.14,25979.95,14251.46,151218.18,94627.34,54,4.2,7.3,0,1,74485.5
5/9/2025,1007,120,109,4222.41,2,2,5,2.28,18,32,21,38,0.9149,4117.95,71869.24,22127.89,354361.04,100835.76,68,4.2,0,0,4,63260.29
5/10/2025,1007,120,110,4519.64,3,5,2,1.53,25,37,22,26,0.8778,4081.23,48385.02,19527.84,301633.77,113584.63,43,3.8,2.5,0,4,42287.78
5/11/2025,1007,120,107,4237.15,8,0,2,1.15,21,46,25,15,0.8555,3876.69,65771.52,10742.23,236660.22,75359.56,39,3.9,0.2,0,5,46735.09
